bigg_id,name,reaction_string,ec_numbers
HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",nad_m + 3hmp_m <-> 2mop_m + h_m + nadh_m,1.1.1.31
HKt,H+/K+ gastric/non-gastric P-ATPase and ABC ATPase,atp_c + k_e + h2o_c <-> k_c + h_e + adp_c + pi_c,3.6.3.10; 3.6.3.12
HMGCOARr,Hydroxymethylglutaryl CoA reductase (ir),2.0 h_r + 2.0 nadph_r + hmgcoa_r <-> coa_r + 2.0 nadp_r + mev__R_r,1.1.1.34
HMGCOARx,Hydroxymethylglutaryl CoA reductase (ir),2.0 nadph_x + hmgcoa_x + 2.0 h_x <-> mev__R_x + coa_x + 2.0 nadp_x,1.1.1.34
HMGLm,Hydroxymethylglutaryl-CoA lyase,hmgcoa_m <-> acac_m + accoa_m,4.1.3.4
HMGLx,Hydroxymethylglutaryl-CoA lyase,hmgcoa_x <-> acac_x + accoa_x,4.1.3.4
HPCLx,2-hydroxyphytanoyl-CoA lyase,phyt2ohcoa_x + 4.0 h_x <-> pristanal_x + forcoa_x,4.1.2
HPYRDC,Hydroxypyruvate decarboxylase,hpyr_c + h_c <-> co2_c + gcald_c,4.1.1.40
HSD11B2r,11-beta-hydroxysteroid dehydrogenase type 2,cortsn_r + nadh_r + h_r <-> nad_r + crtsl_r,1.1.1.146
HSD17B1,Testicular 17-beta-hydroxysteroid dehydrogenase,nadph_c + h_c + estrone_c <-> nadp_c + estradiol_c,1.1.1.51; 1.1.1.62
HSD17B3r,Testicular 17-beta-hydroxysteroid dehydrogenase,h_r + nadph_r + andrstndn_r <-> tststerone_r + nadp_r,1.1.1.64
HSD3A1r,3 alpha-hydroxysteroid dehydrogenase (type 3),andrstandn_r + h_r + nadh_r <-> nad_r + andrstrn_r,1.1.1.50
HSD3A2r,3 alpha-hydroxysteroid dehydrogenase (type 3),andrstandn_r + h_r + nadph_r <-> nadp_r + andrstrn_r,1.1.1.50
HSD3B11r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,prgnlone_r + nad_r <-> h_r + prgstrn_r + nadh_r,5.3.3.1
HSD3B12r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,nad_r + dhea_r <-> h_r + andrstndn_r + nadh_r,5.3.3.1
HSD3B13,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,nad_c + 17ahprgnlone_c <-> 17ahprgstrn_c + nadh_c + h_c,5.3.3.1
HSD3B13r,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I,nad_r + 17ahprgnlone_r <-> 17ahprgstrn_r + nadh_r + h_r,5.3.3.1
HSD3B7,"Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7",xol7a_r + nad_r <-> h_r + xol7aone_r + nadh_r,1.1.1.181
IDHPOXOX2b,Iodide:hydrogen-peroxide oxidoreductase 2,iodine_c + 3ityr__L_c <-> 35diotyr_c + i_c + h_c,1.11.1.8
IDHPOXOX3,Iodide:hydrogen-peroxide oxidoreductase 3,3ityr__L_c + 35diotyr_c + h2o2_c <-> 2.0 h2o_c + 2amac_c + triodthy_c,1.11.1.8
INSKm,"Insosine kinase, mitochondrial",ins_m + atp_m <-> h_m + imp_m + adp_m,2.7.1.73
ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial",coa_m + gtp_m + itacon_m <-> gdp_m + itaccoa_m + pi_m,6.2.1.4
KHK,Ketohexokinase,fru_c + atp_c <-> f1p_c + h_c + adp_c,2.7.1.3
KYNAKGAT,L-Kynurenine:2-oxoglutarate aminotransferase,akg_c + Lkynr_c <-> glu__L_c + 4aphdob_c,2.6.1.7
LACZe,"B-galactosidase, extracellular",lcts_e + h2o_e <-> gal_e + glc__D_e,3.2.1.108; 3.2.1.23
LACZly,"B-galactosidase,lysosomal",lcts_l + h2o_l <-> gal_l + glc__D_l,3.2.1.108; 3.2.1.23
LCADi_D,Lactaldehyde dehydrogenase,lald__D_c + nad_c + h2o_c <-> nadh_c + lac__D_c + 2.0 h_c,1.2.1.23; 1.2.1.3
LCYSTCBOXL,3-Sulfoalanine carboxy-lyase,Lcyst_c + h_c <-> taur_c + co2_c,4.1.1.15; 4.1.1.29
LDH_Lm,"L-lactate dehydrogenase, mitochondria",nad_m + lac__L_m <-> h_m + pyr_m + nadh_m,1.1.1.27
LTA4H,Leukotriene A-4 hydrolase,leuktrA4_c + h2o_c <-> leuktrB4_c,3.3.2.6
LTD4DP,Leukotriene D4 dipeptidase,h2o_c + leuktrD4_c <-> gly_c + leuktrE4_c,3.4.14.6
LTDCL,L-Tryptophan decarboxy-lyase,h_c + trp__L_c <-> co2_c + trypta_c,4.1.1.28
LYSMTF3n,"Histone-lysine N-methyltransferase, nuclear",amet_n + Ndmelys_n <-> ahcys_n + Ntmelys_n,2.1.1.60
MALTly,"Alpha-glucosidase, lysosomal",malt_l + h2o_l <-> 2.0 glc__D_l,3.2.1.20
MAOLNOR,Monoamine oxidase (L-Normetanephrine),h2o_c + o2_c + normete__L_c <-> h2o2_c + 3m4hpga_c + nh4_c,1.4.3.4
MAOX,Methylamine:oxygen oxidoreductase (deaminating) (copper-containing),mma_c + h2o_c + o2_c <-> h2o2_c + nh4_c + fald_c,1.4.3.21; 1.4.3.6
MCCCrm,"Methylcrotonoyl-CoA carboxylase, mitochondrial",hco3_m + atp_m + 3mb2coa_m <-> 3mgcoa_m + adp_m + h_m + pi_m,6.4.1.4
MCDm,"Malonyl-CoA Decarboxylase, mitochondrial",malcoa_m + h_m <-> co2_m + accoa_m,4.1.1.9
MCDp,Malonyl-CoA Decarboxylase peroxisomal,h_x + malcoa_x <-> accoa_x + co2_x,4.1.1.9
MEVK1x,Mevalonate kinase (atp),mev__R_x + atp_x <-> adp_x + h_x + 5pmev_x,2.7.1.36
MI134P4P,"Inositol-1,3,4-trisphosphate 4-phosphatase",mi134p_c + h2o_c <-> pi_c + mi13p_c,3.1.3.66
MI134PK,"ATP:1D-myo-inositol-1,3,4-trisphosphate 6-phosphotransferase",mi134p_c + atp_c <-> mi1346p_c + h_c + adp_c,2.7.1.159
MI13PP,"Inositol-1,3-bisphosphate 3-phosphatase",h2o_c + mi13p_c <-> mi1p__D_c + pi_c,3.1.3.64
MI14PP,"D-myo-Inositol-1,4-bisphosphate 1-phosphohydrolase",h2o_c + mi14p_c <-> mi4p__D_c + pi_c,3.1.3.57
MI34PP,"D-myo-Inositol-3,4-bisphosphate 4-phosphohydrolase",mi34p_c + h2o_c <-> pi_c + mi3p__D_c,3.1.3.66
MLTG1ly,"Maltodextrin glucosidase (maltotriose), lysosome",malttr_l + h2o_l <-> malt_l + glc__D_l,3.2.1.20
MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial",mmcoa__S_m + h_m <-> ppcoa_m + co2_m,4.1.1.41; 4.1.1.9
MMCDp,"Methylmalonyl-CoA decarboxylase, peroxisomal",mmcoa__S_x + h_x <-> ppcoa_x + co2_x,4.1.1.41; 4.1.1.9
MMEm,Methylmalonyl-CoA epimerase/racemase,mmcoa__R_m <-> mmcoa__S_m,5.1.99.1
MMSAD1m,Methylmalonate-semialdehyde dehydrogenase,nad_m + 2mop_m + coa_m <-> co2_m + ppcoa_m + nadh_m,1.2.1.27
MMSAD3m,Methylmalonate-semialdehyde dehydrogenase (acylating),nad_m + msa_m + coa_m <-> co2_m + nadh_m + accoa_m,1.2.1; 1.2.1.18; 1.2.1.27
MTHFD2m,"Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",mlthf_m + nad_m <-> methf_m + nadh_m,1.5.1.15
N3Tg,"N-acetylgalactosamine 3-beta-galactosyltransferase, Golgi apparatus",udpgal_g + Tn_antigen_g <-> T_antigen_g + udp_g + h_g,2.4.1.122
NABTNOm,N4-Acetylaminobutanal:NAD+ oxidoreductase (m),nad_m + h2o_m + n4abutn_m <-> nadh_m + 2.0 h_m + 4aabutn_m,1.2.1.3
NACASPAH,N-Acetyl-L-aspartate amidohydrolase,Nacasp_c + h2o_c <-> asp__L_c + ac_c,3.5.1.14; 3.5.1.15
NADNe,"NAD nucleosidase,extracellular",h2o_e + nad_e <-> ncam_e + adprib_e + h_e,3.2.2.5; 3.2.2.6; 3.5.1.-
NADPNe,"NADP nucleosidase,extracellular",nadp_e + h2o_e <-> adprbp_e + ncam_e + h_e,3.2.2.6
NDP10ex,"Nucleoside-diphosphatase (IDP), extracellular",h2o_e + idp_e <-> imp_e + h_e + pi_e,3.6.1.5; 3.6.1.6; 3.6.1.64
NDP3ex,"Nucleoside-diphosphatase (GDP), extracellular",gdp_e + h2o_e <-> h_e + pi_e + gmp_e,3.6.1.42; 3.6.1.5; 3.6.1.6
NDP8ex,"Nucleoside-diphosphatase (UTP), extracellular",h2o_e + utp_e <-> udp_e + h_e + pi_e,3.1.3.2; 3.6.1.15; 3.6.1.39; 3.6.1.5
NDPK10n,"Nucleoside-diphosphate kinase (ATP:dIDP), nuclear",didp_n + atp_n <-> adp_n + ditp_n,2.7.4.6
NDPK1n,"Nucleoside-diphosphate kinase (ATP:GDP), nuclear",gdp_n + atp_n <-> gtp_n + adp_n,2.7.4.6
NDPK2m,"ATP:UDP phosphotransferase, mitochondria",udp_m + atp_m <-> utp_m + adp_m,2.7.4.6
NDPK2n,"Nucleoside-diphosphate kinase (ATP:UDP), nuclear",udp_n + atp_n <-> utp_n + adp_n,2.7.4.6
NDPK3n,"Nucleoside-diphosphate kinase (ATP:CDP),nuclear",cdp_n + atp_n <-> ctp_n + adp_n,2.7.4.6
NDPK4m,"ATP:dTDP phosphotransferase, mitochondria",dtdp_m + atp_m <-> adp_m + dttp_m,2.7.4.6
NDPK5m,"Nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial",dgdp_m + atp_m <-> dgtp_m + adp_m,2.7.4.6
NDPK5n,"Nucleoside-diphosphate kinase (ATP:dGDP), nuclear",dgdp_n + atp_n <-> adp_n + dgtp_n,2.7.4.6
NDPK6n,"Nucleoside-diphosphate kinase (ATP:dUDP), nuclear",dudp_n + atp_n <-> dutp_n + adp_n,2.7.4.6
NDPK7m,"ATP:dCDP phosphotransferase, mitochondria",dcdp_m + atp_m <-> dctp_m + adp_m,2.7.4.6
NDPK8m,"Nucleoside-diphosphate kinase, mitochondria",dadp_m + atp_m <-> datp_m + adp_m,2.7.4.6
NDPK9m,"ATP:IDP phosphotransferase, mitochondria",idp_m + atp_m <-> itp_m + adp_m,2.7.4.6
NDPK9n,"Nucleoside-diphosphate kinase (ATP:IDP), nuclear",idp_n + atp_n <-> itp_n + adp_n,2.7.4.6
NMPTRCOX,N-Methylputrescine:oxygen oxidoreductase (deaminating),nmptrc_c + o2_c <-> 1mpyr_c + nh4_c + h2o2_c,1.4.3.21; 1.4.3.6
NNATn,"ATP:nicotinamide-nucleotide adenylyltransferase, nucleus",nicrnt_n + atp_n + h_n <-> dnad_n + ppi_n,2.7.7.1; 2.7.7.18
NORANMT,Noradrenaline N-methyltransferase,amet_c + nrpphr_c <-> h_c + adrnl_c + ahcys_c,2.1.1.28
NTD1m,"5'-nucleotidase (dUMP),mitochondrial",dump_m + h2o_m <-> duri_m + pi_m,3.1.3.5; 3.1.3.89
NTD2l,"5'-nucleotidase (UMP), lysosome",ump_l + h2o_l <-> uri_l + pi_l,3.1.3.5
NTD4e,"5'-nucleotidase (CMP), extracellular",cmp_e + h2o_e <-> pi_e + cytd_e,3.1.3.5; 3.1.3.91
NTD4l,"5'-nucleotidase (CMP), lysosome",cmp_l + h2o_l <-> pi_l + cytd_l,3.1.3.5; 3.1.3.91
NTD5m,"5'-nucleotidase (dTMP), mitochondrial",dtmp_m + h2o_m <-> pi_m + thymd_m,3.1.3.35; 3.1.3.5; 3.1.3.89
NTD6l,"5'-nucleotidase (dAMP), lysosome",damp_l + h2o_l <-> dad_2_l + pi_l,3.1.3.5; 3.1.3.89
NTD7l,"5'-nucleotidase (AMP), lysosome",amp_l + h2o_l <-> adn_l + pi_l,3.1.3.5
NTD8l,"5'-nucleotidase (dGMP), lysosomal",dgmp_l + h2o_l <-> pi_l + dgsn_l,3.1.3.5; 3.1.3.89
NTD9e,"5'-nucleotidase (GMP), extracellular",gmp_e + h2o_e <-> gsn_e + pi_e,3.1.3.5
NTD9l,"5'-nucleotidase (GMP), lysosome",gmp_l + h2o_l <-> pi_l + gsn_l,3.1.3.5
NTP3e,Nucleoside-triphosphatase (GTP),h2o_e + gtp_e <-> gdp_e + pi_e + h_e,3.6.1.15; 3.6.1.5; 3.6.5.1; 3.6.5.2; 3.6.5.3; 3.6.5.4; 3.6.5.5; 3.6.5.6
OCBTm,"Ornithine carbamoyltransferase, irreversible",cbp_m + orn_m <-> h_m + pi_m + citr__L_m,2.1.3.3
OCOAT1m,3-oxoacid CoA-transferase,succoa_m + acac_m <-> aacoa_m + succ_m,2.8.3.5
OIVD1m,"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial",nad_m + 4mop_m + coa_m <-> ivcoa_m + co2_m + nadh_m,1.2.1; 1.2.1.25
ORNTArm,L-Ornithine:2-oxo-acid aminotransferase,akg_m + orn_m <-> glu5sa_m + glu__L_m,2.6.1.13
P45011B12m,Steroid 11-beta-hydroxylase,nadph_m + o2_m + h_m + 11docrtsl_m <-> nadp_m + crtsl_m + h2o_m,1.14.15.4
P45017A1r,Cytochrome P450 17A1,nadph_r + o2_r + prgnlone_r + h_r <-> 17ahprgnlone_r + nadp_r + h2o_r,1.14.99.9
P45017A2r,Cytochrome P450 17A1,17ahprgnlone_r + nadph_r + 0.5 o2_r + h_r <-> nadp_r + acald_r + h2o_r + dhea_r,1.14.99.9
P45017A3r,Cytochrome P450 17A1,nadph_r + prgstrn_r + o2_r + h_r <-> 17ahprgstrn_r + nadp_r + h2o_r,1.14.99.9
P45017A4r,Cytochrome P450 17A1,17ahprgstrn_r + nadph_r + 0.5 o2_r + h_r <-> andrstndn_r + h2o_r + nadp_r + acald_r,1.14.99.9
P45021A1r,Steroid 21-hydroxylase,nadph_r + prgstrn_r + o2_r + h_r <-> nadp_r + h2o_r + 11docrtstrn_r,1.14.13
P45027A11m,"5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase",nadph_m + o2_m + h_m + xoltriol_m <-> xoltetrol_m + nadp_m + h2o_m,1.14.13.15
P45027A14m,"5-beta-cytochrome P450, family 27, subfamily A, polypeptide 1",nadph_m + o2_m + h_m + xol7ah2_m <-> nadp_m + h2o_m + xol7ah3_m,1.14.13.15
P45027A16m,Cytochrome P450 27,o2_m + nadph_m + xol7ah2al_m <-> dhcholestanate_m + nadp_m + h2o_m,1.14.13.15
P45039A1r,Oxysterol 7-alpha-hydroxylase,nadph_r + xol24oh_r + o2_r + h_r <-> xoltri24_r + nadp_r + h2o_r,1.14.13.99
P4503A43r,Cytochrome p450 P450 3A43,tststerone_r + nadph_r + o2_r + h_r <-> nadp_r + whtststerone_r + h2o_r,1.14.14.1
P45046A1r,"Cytochrome P450, family 46, subfamily A, polypeptide 1",nadph_r + o2_r + h_r + chsterol_r <-> nadp_r + h2o_r + xol24oh_r,1.14.13.98
P4507B11r,Oxysterol 7alpha-hydroxylase,nadph_r + xol25oh_r + h_r + o2_r <-> xoltri25_r + nadp_r + h2o_r,1.14.13.100
P4508B11r,Sterol 12-alpha-hydroxylase,xol7aone_r + nadph_r + o2_r + h_r <-> nadp_r + xoldiolone_r + h2o_r,1.14.13.95
P450SCC1m,Cholesterol monooxygenase,chsterol_m + nadph_m + o2_m + h_m <-> nadp_m + h2o_m + 20ahchsterol_m,1.14.15.6
P5CRxm,Pyrroline-5-carboxylate reductase (m),1pyr5c_m + nadh_m + 2.0 h_m <-> pro__L_m + nad_m,1.5.1.2; 1.5.99.8
PCLYSOX,"Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase",pcollglys_c + akg_c + o2_c <-> pcollg5hlys_c + co2_c + succ_c,1.14.11.4
PDE1g,"3',5'-cyclic-nucleotide phosphodiesterase,Golgi",camp_g + h2o_g <-> amp_g + h_g,3.1.4.17; 3.1.4.53
PDE4g,"3',5'-cyclic-nucleotide phosphodiesterase, Golgi",35cgmp_g + h2o_g <-> h_g + gmp_g,3.1.4.17; 3.1.4.35
PEPCKm,Phosphoenolpyruvate carboxykinase (GTP),oaa_m + gtp_m <-> co2_m + pep_m + gdp_m,4.1.1.32
PGDI,Prostaglandin-H2 D-isomerase [Precursor],prostgh2_c <-> prostgd2_c,5.3.99.2
PHETA1m,"L-Phenylalanine:2-oxoglutarate aminotransferase, mitochondria",akg_m + phe__L_m <-> phpyr_m + glu__L_m,2.6.1.1; 2.6.1.5; 2.6.1.57; 2.6.1.9
PMEVKx,Phosphomevalonate kinase,atp_x + 5pmev_x <-> adp_x + 5dpmev_x,2.7.4.2
PNTEH,Hydrolase Class   RXN R02973 ,ptth_c + h2o_c <-> cysam_c + pnto__R_c,3.5.1.92
PPAer,"Inorganic diphosphatase, endoplasmic reticulum",ppi_r + h2o_r <-> h_r + 2.0 pi_r,3.6.1.1
PPAn,"Inorganic diphosphatase, nuclear",h2o_n + ppi_n <-> h_n + 2.0 pi_n,3.6.1.1
PPCOAOm,"Propanoyl-CoA:(acceptor) 2,3-oxidoreductase",fad_m + ppcoa_m <-> fadh2_m + prpncoa_m,1.3.8.7
PRDXl,Peroxidase (multiple substrates),h2o2_l + meoh_l <-> fald_l + 2.0 h2o_l,1.11.1.21; 1.11.1.6; 1.11.1.7
PROAKGOX1r,"L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)",pro__L_r + o2_r + akg_r <-> co2_r + succ_r + 4hpro_LT_r,1.14.11; 1.14.11.2
PRPNCOAHYDm,"3-Hydroxypropionyl-CoA hydro-lyase, mitochondria",h2o_m + prpncoa_m <-> 3hpcoa_m,4.2.1.116; 4.2.1.17
PRPNCOAHYDx,Propenoyl-CoA hydrolase (x),h2o_x + prpncoa_x <-> 3hpcoa_x,4.2.1.116; 4.2.1.17
PTHPSn,"6-pyruvoyltetrahydropterin synthase, nuclear",ahdt_n <-> 6pthp_n + pppi_n,4.2.3.12
PTRCAT1,Putrescine acetyltransferase,accoa_c + ptrc_c <-> h_c + aprut_c + coa_c,2.3.1.57
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),ptrc_c + o2_c + h2o_c <-> 4abutn_c + nh4_c + h2o2_c,1.4.3.10; 1.4.3.22; 1.4.3.6
PYDXDH,Pyridoxal dehydrogenase,o2_c + pydx_c + h2o_c <-> 4pyrdx_c + h2o2_c,1.2.3.8
RAI1,Retinal isomerase (11-cis),retinal_c <-> retinal_11_cis_c,5.2.1.3
RDH1,Retinol dehydrogenase (all-trans),retinol_c + nad_c <-> nadh_c + retinal_c + h_c,1.1.1.1; 1.1.1.105
RDH1a,"Retinol dehydrogenase (all-trans,NADPH)",retinol_c + nadp_c <-> nadph_c + retinal_c + h_c,1.1.1.-; 1.1.1.300
RDH2,"Retinol dehydrogenase (9-cis,NADH)",retinol_9_cis_c + nad_c <-> nadh_c + retinal_cis_9_c + h_c,1.1.1.315
RDH3,"Retinol dehydrogenase (11-cis,NADH)",retinol_cis_11_c + nad_c <-> nadh_c + retinal_11_cis_c + h_c,1.1.1.315
SACCD3m,"Saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial",h_m + akg_m + lys__L_m + nadph_m <-> nadp_m + saccrp__L_m + h2o_m,1.5.1.8
SARCOXp,"Sarcosine oxidase, peroxisomal",sarcs_x + o2_x + h2o_x <-> gly_x + fald_x + h2o2_x,1.5.3.1
SCPx,Peroxisomal thiolase 2,coa_x + cholcoaone_x <-> ppcoa_x + cholcoa_x,2.3.1.176
SELCYSTGL,Selanocystathionine g-lyase,selcyst_c + h2o_c <-> 2obut_c + selcys_c + nh4_c,4.4.1.1
SERHL,L-Serine hydro-lyase,ser__L_c <-> 2amac_c + h2o_c,4.3.1.17
SLDx,L-sulfolactate dehydrogenase (NAD+),sl__L_c + nad_c <-> nadh_c + 3spyr_c + h_c,1.1.1.310
SPODMe,"Superoxide dismutase, extracellular",2.0 o2s_e + 2.0 h_e <-> o2_e + h2o2_e,1.15.1.1
SPODMn,"Superoxide dismutase, nuclear",2.0 o2s_n + 2.0 h_n <-> o2_n + h2o2_n,1.15.1.1
SPODMx,"Superoxide dismutase, peroxisome",2.0 o2s_x + 2.0 h_x <-> o2_x + h2o2_x,1.15.1.1
SPR,Sepiapterin reductase,2.0 nadph_c + 6pthp_c + 2.0 h_c <-> thbpt_c + 2.0 nadp_c,1.1.1.153
SPTix,"Serine-pyruvate aminotransferase (irreversible), peroxisomal",ser__L_x + pyr_x <-> ala__L_x + hpyr_x,2.6.1.51
SR5AR2r,3-oxo-5-alpha-steroid 4-dehydrogenase,andrstndn_r + nadph_r + h_r <-> andrstandn_r + nadp_r,1.3.1.22
SR5ARr,3-oxo-5-alpha-steroid 4-dehydrogenase,tststerone_r + nadph_r + h_r <-> 5adtststerone_r + nadp_r,1.3.1.3
SRTNACT,Acetyl-CoA:aralkylamine N-acetyltransferase,accoa_c + srtn_c <-> h_c + Nacsertn_c + coa_c,2.3.1.87
SRTNMTX,S-Adenosyl-L-methionine:amine N-methyltransferase (srtn),amet_c + srtn_c <-> nmthsrtn_c + ahcys_c + h_c,2.1.1.49
SSALxm,"Succinate-semialdehyde:NAD+ oxidoreductase, mitochondria",nad_m + sucsal_m + h2o_m <-> 2.0 h_m + nadh_m + succ_m,1.2.1.16; 1.2.1.24
SUCOAS1m,Succinyl-CoA ligase (GDP-forming),gtp_m + succ_m + coa_m <-> gdp_m + succoa_m + pi_m,6.2.1.4
SULFOX,Sulfite oxidase,h2o_c + so3_c + 2.0 ficytC_m <-> 2.0 focytC_m + so4_c + 2.0 h_c,1.8.2.1
T2M26DCOAHLm,"Trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)",t2m26dcoa_m + h2o_m <-> 3h26dm5coa_m,4.2.1.17
TDPm,"Thiamin pyrophosphatase, mitochondrial",thmpp_m + h2o_m <-> h_m + pi_m + thmmp_m,3.6.1; 3.6.1.-; 3.6.1.15
THYPX,Thyroid peroxidase,h2o2_c + 2.0 i_c + 2.0 h_c <-> iodine_c + 2.0 h2o_c,1.11.1.8
TRIODTHYSULT,Triiodothyronine Sulfotransferase,paps_c + triodthy_c <-> h_c + triodthysuf_c + pap_c,2.8.2.1
TRIOK,Triokinase,glyald_c + atp_c <-> g3p_c + h_c + adp_c,2.7.1.28
TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),h2o_c + o2_c + trypta_c <-> h2o2_c + id3acald_c + nh4_c,1.4.3.21; 1.4.3.22; 1.4.3.4; 1.4.3.5; 1.4.3.6; 1.5.3.17
TXASr,Thromboxane-A synthase,prostgh2_r <-> txa2_r,5.3.99.5
TYRCBOX,L-Tyrosine carboxy-lyase,tyr__L_c + h_c <-> co2_c + tym_c,4.1.1.25; 4.1.1.28
TYRDOPO,Tyrosine:dopa oxidase,o2_c + 2.0 tyr__L_c <-> 2.0 34dhphe_c,1.14.18.1
UDPGNP,UDP-glucuronate glucuronohydrolase,udpglcur_c + h2o_c <-> udp_c + glcur_c + h_c,2.4.1.17; 3.2.1
UMPKm,"UMP kinase (mitochondrial, ATP)",ump_m + atp_m <-> udp_m + adp_m,2.7.4.14; 2.7.4.22; 2.7.4.4
URIDK2m,"Uridylate kinase (dUMP), mitochondrial",dump_m + atp_m <-> dudp_m + adp_m,2.7.4.13; 2.7.4.4; 2.7.4.9
VITD3Hm,Vitamin D-25-hydroxylase (D3),nadph_m + o2_m + vitd3_m + h_m <-> nadp_m + 25hvitd3_m + h2o_m,1.14.13.159
VLCSp,Very-long-chain-fatty-acid-CoA ligase,thcholstoic_x + atp_x + coa_x <-> ppi_x + cholcoar_x + amp_x,6.2.1.7
XAO2x,Xanthine oxidase,o2_x + h2o_x + hxan_x <-> xan_x + h2o2_x,1.17.3.2
R03184_PLUS_R00647,R03184 PLUS R00647,o2_c + gullac_c <-> h2o2_c + ascb__L_c,1.1.3.8
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",thr__L_m + nad_m <-> 2aobut_m + nadh_m + h_m,1.1.1.103
2PGK,2PGK,atp_c + 2pg_c <-> h_c + 23dpg_c + adp_c,2.7.2.-
ATRZCH,ATRZCH,h2o_c + atrz_c <-> cl_c + hatrz_c + h_c,3.8.1.8
CA2abc,Calcium transport via ABC system,h2o_c + atp_c + ca2_e <-> h_c + ca2_c + pi_c + adp_c,3.6.3; 3.6.3.8
CDPGS,CDPGS,h_c + 23dpg_c + atp_c <-> pi_c + cdpg_c + adp_c,4.6.1.-
CF3Sa,CF3Sa,f420_2_c + atp_c <-> f390a_c + ppi_c,2.7.7.
CF3Sg,CF3Sg,f420_2_c + gtp_c <-> f390g_c + ppi_c,2.7.7.
GK_adp,ADP-dependent glucokinase,glc__D_c + adp_c <-> amp_c + g6p_c + h_c,2.7.1.147
H4MPTGL_atp,H4MPTGL  atp ,glu__L_c + atp_c + h4mpt_c <-> h_c + pi_c + h4spt_c + adp_c,6.3.2.33
LPFPLT,LPPG:Fo 2-phospho-L-lactate transferase,ddhrb_c + lppg_c <-> f420_0_c + gmp_c + h_c,2.7.8.28
MCMMT,MCMMT,com_c + meoh_c <-> h2o_c + mcom_c,2.1.1.246; 2.1.1.90
MDHi2,MDHi2,nadh_c + oaa_c + h_c <-> nad_c + mal__L_c,1.1.1.299; 1.1.1.37
MDHy,MDHy,nadp_c + mal__L_c <-> oaa_c + nadph_c + h_c,1.1.1.299; 1.1.1.82
MMAMT,MMAMT,mma_c + com_c <-> nh4_c + mcom_c,2.1.1.247; 2.1.1.248
NTP8,NTP8,h2o_c + dutp_c <-> dudp_c + h_c + pi_c,3.6.1.15; 3.6.1.39
NTP9,DTTP nucleotidohydrolase,h2o_c + dttp_c <-> pi_c + dtdp_c + h_c,3.6.1.39; 3.6.1.5
PFK_adp,PFK  adp ,f6p_c + adp_c <-> fdp_c + amp_c + h_c,2.7.1.146
RBPI,RBPI,r15bp_c <-> rb15bp_c,5.3.1.29
SLDxi2,SLDxi2,3spyr_c + nadh_c + h_c <-> sl__L_c + nad_c,1.1.1.310
SPDC,SPDC,3spyr_c + h_c <-> co2_c + 2saa_c,4.1.1.79
AHEXASE3,"Beta-N-acetylhexosaminidase, cytosol",chtbs_c + h2o_c <-> 2.0 acgam_c,3.2.1.52
ASPTA6,E L-alanine-alpha-keto acid aminotransferase,ala__L_c + oaa_c <-> asp__L_c + pyr_c,2.6.1.12
BGLA,Beta-glucosidase,cellb_c + h2o_c <-> 2.0 glc__D_c,3.2.1.21; 3.2.1.74
GALM2,Aldose 1-epimerase (galactose),gal_bD_c <-> gal_c,5.1.3.3
GDH1,Glutamate dehydrogenase (NAD),glu__L_c + h2o_c + nad_c <-> akg_c + 2.0 h_c + nadh_c + nh3_c,1.4.1.2; 1.4.1.3; 1.4.1.4
GLUFT,5-Formyltetrahydrofolate,5fthf_c + glu__L_c + h_c <-> Nforglu_c + thf_c,2.1.2.5
MCLORi,3-Mercaptolactate:NAD+ oxidoreductase irreversible,h_c + mercppyr_c + nadh_c <-> mercplac_c + nad_c,1.1.1.27
MNLDH2,Mannitol dehydrogenase (fructose),mnl_c + nad_c <-> fru_c + h_c + nadh_c,1.1.1.11; 1.1.1.67
MNLDHr,Mannitol dehydrogenase,mnl_c + nad_c <-> h_c + man_c + nadh_c,1.1.1.255
NOX,NADH oxidase,h_c + nadh_c + o2_c <-> h2o2_c + nad_c,1.6.3.1; 1.6.3.3
