bigg_id,name,reaction_string,kegg_reactions
ACACT10m,Acetyl-CoA C-acyltransferase,coa_m + 2maacoa_m <-> ppcoa_m + accoa_m,R00927
ACACT1x,Acetyl-CoA:acetyl-CoA C-acetyltransferase,2.0 accoa_x <-> aacoa_x + coa_x,R00238
ACGALK,N-acetylgalactosamine kinase,atp_c + acgal_c <-> h_c + acgal1p_c + adp_c,R08967
ACGPID,N-acetylglucosaminylphosphatidylinositol deacetylase,h2o_c + acgpail_hs_c <-> ac_c + gpail_hs_c,R03482
ADAe,"Adenosine deaminase, extracellular",adn_e + h_e + h2o_e <-> nh4_e + ins_e,R01560
ADCim,"Acetoacetate decarboxylation (irreversible), mitochondrial",h_m + acac_m <-> acetone_m + co2_m,R01366
AGMTm,Agmatinase (m),h2o_m + agm_m <-> urea_m + ptrc_m,R01157
AKGDm,2-oxoglutarate dehydrogenase,akg_m + coa_m + nad_m <-> co2_m + succoa_m + nadh_m,R08549
ALR,Aldose reductase,mthgxl_c + nadp_c + h2o_c <-> nadph_c + pyr_c + 2.0 h_c,R00205
AMPTASECGe,Alanyl aminopeptidase (cys-gly) (e),h2o_e + cgly_e <-> gly_e + cys__L_e,R00899
AOBUTDsm,"L-2-amino-3-oxobutanoate decarboxylation, mitochondrial  (spontaneous)",2aobut_m + h_m <-> aact_m + co2_m,R03758
AP4AH1,"Ap4A hydrolase, asymmetrically",h2o_c + ap4a_c <-> amp_c + 2.0 h_c + atp_c,R00184
ARGNm,Arginase (m),arg__L_m + h2o_m <-> urea_m + orn_m,R00551
ATPH1e,ATP diphosphohydrolase,2.0 h2o_e + atp_e <-> amp_e + 2.0 h_e + 2.0 pi_e,R00085
ATPtm,"ADP/ATP transporter, mitochondrial",adp_c + atp_m <-> adp_m + atp_c,R00124
BAAT4x,Bile acid Coenzyme A: amino acid N-acyltransferase,gly_x + dcholcoa_x <-> coa_x + gdchola_x,R08744
BDHm,"3-Hydroxybutanoate:NAD+ oxidoreductase, mitochondria",nad_m + bhb_m <-> h_m + acac_m + nadh_m,R01361
BETALDHxm,"Betaine-aldehyde dehydrogenase, mitochondrial",betald_m + nad_m + h2o_m <-> nadh_m + 2.0 h_m + glyb_m,R02565
CBLATm,"Cob(I)alamin adenosyltransferase, mitochondrial",h_m + atp_m + cbl1_m <-> pppi_m + adocbl_m,R01492
CHAT,Choline O-acetyltransferase,accoa_c + chol_c <-> coa_c + ach_c,R01023
CHATn,Choline O-acetyltransferase,accoa_n + chol_n <-> coa_n + ach_n,R01023
CORE3GTg,"Core 3 beta-GlcNAc-transferase, Golgi apparatus",uacgam_g + Tn_antigen_g <-> core3_g + udp_g + h_g,R03513; R05909
CSNATer,"Carnitine O-acetyltransferase, endolasmic reticulum",accoa_r + crn_r <-> acrn_r + coa_r,R02396
CYSGLTH,Glutathione:cystine oxidoreductase,2.0 gthrd_c + cysi__L_c <-> gthox_c + 2.0 cys__L_c,R01113
CYSLYSL,L-Cystine Lysteine-lyase (deaminating),cysi__L_c + h2o_c <-> nh4_c + pyr_c + thcys_c,R02408
CYSO,Cysteine oxidase,o2_c + cys__L_c <-> 3sala_c + 2.0 h_c,R00893
CYTDK1,ATP:cytidine 5'-phosphotransferase,cytd_c + atp_c <-> cmp_c + h_c + adp_c,R00513
CYTDK2m,"Cytidine kinase (ATP), mitochondrial",cytd_m + atp_m <-> cmp_m + h_m + adp_m,R00513
CYTDn,"Cytidine deaminase, nuclear",cytd_n + h_n + h2o_n <-> nh4_n + uri_n,R01878
CYTK1m,"Cytidylate kinase (CMP),mitochondrial",cmp_m + atp_m <-> cdp_m + adp_m,R00512
CYTK1n,"Cytidylate kinase (CMP),nuclear",cmp_n + atp_n <-> cdp_n + adp_n,R00512
DASCBH,L-Dehydroascorbate lactonohydrolase,h2o_c + dhdascb_c <-> 23doguln_c + h_c,R04785
DCK1m,"Deoxycytidine kinase, mitochondrial (ATP)",dcyt_m + atp_m <-> dcmp_m + adp_m + h_m,R01666
DCK1n,"Deoxycytidine kinase, nuclear (ATP)",dcyt_n + atp_n <-> h_n + adp_n + dcmp_n,R01666
DGULND,Dehydro-L-gulonate decarboxylase,3dhguln_c + h_c <-> co2_c + xylu__L_c,R01905
DMATTx,Dimethylallyltranstransferase,dmpp_x + ipdp_x <-> grdp_x + ppi_x,R01658
DNAMTn,"DNA (cytosine-5-)-methyltransferase, nucleus",dna_n + amet_n <-> h_n + ahcys_n + dna5mtc_n,R00380
DOPABMO,Dopamine beta-monooxygenase,dopa_c + ascb__L_c + o2_c <-> h2o_c + nrpphr_c + dhdascb_c,R02535
DOPAMT,Dopamine:amet O-methyltransferase,dopa_c + amet_c <-> 3moxtyr_c + h_c + ahcys_c,R04301
ECOAH12m,"Enoyl-coa hydratase, 3-Hydroxyisobutyryl-CoA forming",2mp2coa_m + h2o_m <-> 3hibutcoa_m,R04224
ECOAH9m,"Enoyl-coa hydratase, 3-Hydroxy-2-methylbutyryl-CoA forming",2mb2coa_m + h2o_m <-> 3hmbcoa_m,R04204
FTCD,Formimidoyltransferase cyclodeaminase reversible,5forthf_c + 2.0 h_c <-> nh4_c + methf_c,R02302
FTHFDH,10-formyltetrahydrofolate:NADP+ oxidoreductase,h2o_c + 10fthf_c + nadp_c <-> nadph_c + co2_c + h_c + thf_c,R00941
G6PDH1er,"Glucose-6-phosphate dehydrogenase, endoplasmic reticulum",nad_r + g6p_r <-> 6pgl_r + nadh_r + h_r,R10520
G6PPer,"Glucose-6-phosphate phosphatase, edoplasmic reticular",g6p_r + h2o_r <-> glc__D_r + pi_r,R00303
GALOR,D-Galactose:NADP+ 1-oxidoreductase,gal_c + nadph_c + h_c <-> nadp_c + galt_c,R01095
GCALDDm,"Glycolaldehyde dehydrogenase, mitochondrial",nad_m + h2o_m + gcald_m <-> nadh_m + 2.0 h_m + glyclt_m,R01333
GLU5Km,Glutamate 5-kinase (m),glu__L_m + atp_m <-> glu5p_m + adp_m,R00239
GLUTCOADHm,Glutaryl-CoA dehydrogenase (mitochondria),fad_m + h_m + glutcoa_m <-> fadh2_m + co2_m + b2coa_m,R02487
GLXO2p,"Glyoxylate oxidase, peroxisomal",o2_x + h2o_x + glx_x <-> oxa_x + h_x + h2o2_x,R00466
GLYATm,Glycine C-acetyltransferase,gly_m + accoa_m <-> 2aobut_m + coa_m,R00371
GLYCLTDym,"Glycolate dehydrogenase (NADP), mitochondrial",glx_m + nadph_m + h_m <-> nadp_m + glyclt_m,R00465
GLYKm,Glycerol kinase,glyc_m + atp_m <-> glyc3p_m + h_m + adp_m,R00847
GTHDH,Glutathione dehydrogenase (dehydroascorbate reductase),2.0 gthrd_c + dhdascb_c <-> gthox_c + ascb__L_c,R01108
GTHPe,Glutathione peroxidase,2.0 gthrd_e + h2o2_e <-> gthox_e + 2.0 h2o_e,R00274
GULN3D,L-gulonate 3-dehydrogenase,nad_c + guln__L_c <-> nadh_c + 3dhguln_c + h_c,R02640
GULNDer,"Gulonate dehydrogenase, endoplasmic reticulum",h_r + glcur_r + nadph_r <-> nadp_r + guln__L_r,R01481
GluForTx,Formimidoyltransferase cyclodeaminase,thf_c + h_c + forglu_c <-> 5forthf_c + glu__L_c,R02287
HACD1m,"3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria",aacoa_m + nadh_m + h_m <-> nad_m + 3hbcoa_m,R01975
HEX10,Hexokinase (D-glucosamine:ATP),gam_c + atp_c <-> gam6p_c + h_c + adp_c,R01961
HIBDm,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",nad_m + 3hmp_m <-> 2mop_m + h_m + nadh_m,R02047
HPYRDC,Hydroxypyruvate decarboxylase,hpyr_c + h_c <-> co2_c + gcald_c,R01393
HSD17B1,Testicular 17-beta-hydroxysteroid dehydrogenase,nadph_c + h_c + estrone_c <-> nadp_c + estradiol_c,R02353
INSKm,"Insosine kinase, mitochondrial",ins_m + atp_m <-> h_m + imp_m + adp_m,R01131
ITCOAL1m,"Itaconate--CoA ligase (GDP-forming), mitochondrial",coa_m + gtp_m + itacon_m <-> gdp_m + itaccoa_m + pi_m,R02405
KHK,Ketohexokinase,fru_c + atp_c <-> f1p_c + h_c + adp_c,R00866
LACZe,"B-galactosidase, extracellular",lcts_e + h2o_e <-> gal_e + glc__D_e,R01100; R06114
LACZly,"B-galactosidase,lysosomal",lcts_l + h2o_l <-> gal_l + glc__D_l,R01100; R06114
LCADi_D,Lactaldehyde dehydrogenase,lald__D_c + nad_c + h2o_c <-> nadh_c + lac__D_c + 2.0 h_c,R01735
LCYSTCBOXL,3-Sulfoalanine carboxy-lyase,Lcyst_c + h_c <-> taur_c + co2_c,R01682
LDH_Lm,"L-lactate dehydrogenase, mitochondria",nad_m + lac__L_m <-> h_m + pyr_m + nadh_m,R00703
LTDCL,L-Tryptophan decarboxy-lyase,h_c + trp__L_c <-> co2_c + trypta_c,R00685
MALTly,"Alpha-glucosidase, lysosomal",malt_l + h2o_l <-> 2.0 glc__D_l,R00028
MAOX,Methylamine:oxygen oxidoreductase (deaminating) (copper-containing),mma_c + h2o_c + o2_c <-> h2o2_c + nh4_c + fald_c,R06154
MCCCrm,"Methylcrotonoyl-CoA carboxylase, mitochondrial",hco3_m + atp_m + 3mb2coa_m <-> 3mgcoa_m + adp_m + h_m + pi_m,R04138
MCDm,"Malonyl-CoA Decarboxylase, mitochondrial",malcoa_m + h_m <-> co2_m + accoa_m,R00233
MCDp,Malonyl-CoA Decarboxylase peroxisomal,h_x + malcoa_x <-> accoa_x + co2_x,R00233
MEVK1x,Mevalonate kinase (atp),mev__R_x + atp_x <-> adp_x + h_x + 5pmev_x,R02245
MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial",mmcoa__S_m + h_m <-> ppcoa_m + co2_m,R00923
MMCDp,"Methylmalonyl-CoA decarboxylase, peroxisomal",mmcoa__S_x + h_x <-> ppcoa_x + co2_x,R00923
MMEm,Methylmalonyl-CoA epimerase/racemase,mmcoa__R_m <-> mmcoa__S_m,R02765
MMSAD1m,Methylmalonate-semialdehyde dehydrogenase,nad_m + 2mop_m + coa_m <-> co2_m + ppcoa_m + nadh_m,R00922
MMSAD3m,Methylmalonate-semialdehyde dehydrogenase (acylating),nad_m + msa_m + coa_m <-> co2_m + nadh_m + accoa_m,R00705
MTHFD2m,"Methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial",mlthf_m + nad_m <-> methf_m + nadh_m,R01218
N3Tg,"N-acetylgalactosamine 3-beta-galactosyltransferase, Golgi apparatus",udpgal_g + Tn_antigen_g <-> T_antigen_g + udp_g + h_g,R05908
NABTNOm,N4-Acetylaminobutanal:NAD+ oxidoreductase (m),nad_m + h2o_m + n4abutn_m <-> nadh_m + 2.0 h_m + 4aabutn_m,R05050
NACASPAH,N-Acetyl-L-aspartate amidohydrolase,Nacasp_c + h2o_c <-> asp__L_c + ac_c,R00488
NADNe,"NAD nucleosidase,extracellular",h2o_e + nad_e <-> ncam_e + adprib_e + h_e,R00102
NDP10ex,"Nucleoside-diphosphatase (IDP), extracellular",h2o_e + idp_e <-> imp_e + h_e + pi_e,R00961
NDP3ex,"Nucleoside-diphosphatase (GDP), extracellular",gdp_e + h2o_e <-> h_e + pi_e + gmp_e,R00328
NDP8ex,"Nucleoside-diphosphatase (UTP), extracellular",h2o_e + utp_e <-> udp_e + h_e + pi_e,R00159
NDPK10n,"Nucleoside-diphosphate kinase (ATP:dIDP), nuclear",didp_n + atp_n <-> adp_n + ditp_n,R03530
NDPK1n,"Nucleoside-diphosphate kinase (ATP:GDP), nuclear",gdp_n + atp_n <-> gtp_n + adp_n,R00330
NDPK2m,"ATP:UDP phosphotransferase, mitochondria",udp_m + atp_m <-> utp_m + adp_m,R00156
NDPK2n,"Nucleoside-diphosphate kinase (ATP:UDP), nuclear",udp_n + atp_n <-> utp_n + adp_n,R00156
NDPK3n,"Nucleoside-diphosphate kinase (ATP:CDP),nuclear",cdp_n + atp_n <-> ctp_n + adp_n,R00570
NDPK4m,"ATP:dTDP phosphotransferase, mitochondria",dtdp_m + atp_m <-> adp_m + dttp_m,R02093
NDPK5m,"Nucleoside-diphosphate kinase (ATP:dGDP), mitochondrial",dgdp_m + atp_m <-> dgtp_m + adp_m,R01857
NDPK5n,"Nucleoside-diphosphate kinase (ATP:dGDP), nuclear",dgdp_n + atp_n <-> adp_n + dgtp_n,R01857
NDPK6n,"Nucleoside-diphosphate kinase (ATP:dUDP), nuclear",dudp_n + atp_n <-> dutp_n + adp_n,R02331
NDPK7m,"ATP:dCDP phosphotransferase, mitochondria",dcdp_m + atp_m <-> dctp_m + adp_m,R02326
NDPK8m,"Nucleoside-diphosphate kinase, mitochondria",dadp_m + atp_m <-> datp_m + adp_m,R01137
NDPK9m,"ATP:IDP phosphotransferase, mitochondria",idp_m + atp_m <-> itp_m + adp_m,R00722
NDPK9n,"Nucleoside-diphosphate kinase (ATP:IDP), nuclear",idp_n + atp_n <-> itp_n + adp_n,R00722
NMPTRCOX,N-Methylputrescine:oxygen oxidoreductase (deaminating),nmptrc_c + o2_c <-> 1mpyr_c + nh4_c + h2o2_c,R04027
NNATn,"ATP:nicotinamide-nucleotide adenylyltransferase, nucleus",nicrnt_n + atp_n + h_n <-> dnad_n + ppi_n,R03005
NTD1m,"5'-nucleotidase (dUMP),mitochondrial",dump_m + h2o_m <-> duri_m + pi_m,R02102
NTD2l,"5'-nucleotidase (UMP), lysosome",ump_l + h2o_l <-> uri_l + pi_l,R00963
NTD4e,"5'-nucleotidase (CMP), extracellular",cmp_e + h2o_e <-> pi_e + cytd_e,R00511
NTD4l,"5'-nucleotidase (CMP), lysosome",cmp_l + h2o_l <-> pi_l + cytd_l,R00511
NTD5m,"5'-nucleotidase (dTMP), mitochondrial",dtmp_m + h2o_m <-> pi_m + thymd_m,R01569
NTD6l,"5'-nucleotidase (dAMP), lysosome",damp_l + h2o_l <-> dad_2_l + pi_l,R02088
NTD7l,"5'-nucleotidase (AMP), lysosome",amp_l + h2o_l <-> adn_l + pi_l,R00183
NTD8l,"5'-nucleotidase (dGMP), lysosomal",dgmp_l + h2o_l <-> pi_l + dgsn_l,R01968
NTD9e,"5'-nucleotidase (GMP), extracellular",gmp_e + h2o_e <-> gsn_e + pi_e,R01227
NTD9l,"5'-nucleotidase (GMP), lysosome",gmp_l + h2o_l <-> pi_l + gsn_l,R01227
NTP3e,Nucleoside-triphosphatase (GTP),h2o_e + gtp_e <-> gdp_e + pi_e + h_e,R00335
OCBTm,"Ornithine carbamoyltransferase, irreversible",cbp_m + orn_m <-> h_m + pi_m + citr__L_m,R01398
OCOAT1m,3-oxoacid CoA-transferase,succoa_m + acac_m <-> aacoa_m + succ_m,R00410
OIVD1m,"2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial",nad_m + 4mop_m + coa_m <-> ivcoa_m + co2_m + nadh_m,R01651
ORNTArm,L-Ornithine:2-oxo-acid aminotransferase,akg_m + orn_m <-> glu5sa_m + glu__L_m,R00667
P5CRxm,Pyrroline-5-carboxylate reductase (m),1pyr5c_m + nadh_m + 2.0 h_m <-> pro__L_m + nad_m,R01248
PCLYSOX,"Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase",pcollglys_c + akg_c + o2_c <-> pcollg5hlys_c + co2_c + succ_c,R03376
PDE1g,"3',5'-cyclic-nucleotide phosphodiesterase,Golgi",camp_g + h2o_g <-> amp_g + h_g,R00191
PDE4g,"3',5'-cyclic-nucleotide phosphodiesterase, Golgi",35cgmp_g + h2o_g <-> h_g + gmp_g,R01234
PEPCKm,Phosphoenolpyruvate carboxykinase (GTP),oaa_m + gtp_m <-> co2_m + pep_m + gdp_m,R00431
PHETA1m,"L-Phenylalanine:2-oxoglutarate aminotransferase, mitochondria",akg_m + phe__L_m <-> phpyr_m + glu__L_m,R00694
PMEVKx,Phosphomevalonate kinase,atp_x + 5pmev_x <-> adp_x + 5dpmev_x,R03245
PNTEH,Hydrolase Class   RXN R02973 ,ptth_c + h2o_c <-> cysam_c + pnto__R_c,R02973
PPAer,"Inorganic diphosphatase, endoplasmic reticulum",ppi_r + h2o_r <-> h_r + 2.0 pi_r,R00004
PPAn,"Inorganic diphosphatase, nuclear",h2o_n + ppi_n <-> h_n + 2.0 pi_n,R00004
PPCOAOm,"Propanoyl-CoA:(acceptor) 2,3-oxidoreductase",fad_m + ppcoa_m <-> fadh2_m + prpncoa_m,R00924
PRDXl,Peroxidase (multiple substrates),h2o2_l + meoh_l <-> fald_l + 2.0 h2o_l,R00602
PROAKGOX1r,"L-Proline,2-oxoglutarate:oxygen oxidoreductase (4-hydroxylating) (ER)",pro__L_r + o2_r + akg_r <-> co2_r + succ_r + 4hpro_LT_r,R01252
PRPNCOAHYDm,"3-Hydroxypropionyl-CoA hydro-lyase, mitochondria",h2o_m + prpncoa_m <-> 3hpcoa_m,R03045
PRPNCOAHYDx,Propenoyl-CoA hydrolase (x),h2o_x + prpncoa_x <-> 3hpcoa_x,R03045
PTHPSn,"6-pyruvoyltetrahydropterin synthase, nuclear",ahdt_n <-> 6pthp_n + pppi_n,R04286
PTRCAT1,Putrescine acetyltransferase,accoa_c + ptrc_c <-> h_c + aprut_c + coa_c,R01154
PTRCOX1,Putrescine:oxygen oxidoreductase (deaminating),ptrc_c + o2_c + h2o_c <-> 4abutn_c + nh4_c + h2o2_c,R01151
RAI1,Retinal isomerase (11-cis),retinal_c <-> retinal_11_cis_c,R02126
RDH1,Retinol dehydrogenase (all-trans),retinol_c + nad_c <-> nadh_c + retinal_c + h_c,R02124
RDH1a,"Retinol dehydrogenase (all-trans,NADPH)",retinol_c + nadp_c <-> nadph_c + retinal_c + h_c,R08379
SACCD3m,"Saccharopine dehydrogenase (NADP, L-lysine forming), mitochondrial",h_m + akg_m + lys__L_m + nadph_m <-> nadp_m + saccrp__L_m + h2o_m,R00716
SARCOXp,"Sarcosine oxidase, peroxisomal",sarcs_x + o2_x + h2o_x <-> gly_x + fald_x + h2o2_x,R00610
SELCYSTGL,Selanocystathionine g-lyase,selcyst_c + h2o_c <-> 2obut_c + selcys_c + nh4_c,R04930
SERHL,L-Serine hydro-lyase,ser__L_c <-> 2amac_c + h2o_c,R00590
SLDx,L-sulfolactate dehydrogenase (NAD+),sl__L_c + nad_c <-> nadh_c + 3spyr_c + h_c,R05693
SPODMe,"Superoxide dismutase, extracellular",2.0 o2s_e + 2.0 h_e <-> o2_e + h2o2_e,R00275
SPODMn,"Superoxide dismutase, nuclear",2.0 o2s_n + 2.0 h_n <-> o2_n + h2o2_n,R00275
SPODMx,"Superoxide dismutase, peroxisome",2.0 o2s_x + 2.0 h_x <-> o2_x + h2o2_x,R00275
SPR,Sepiapterin reductase,2.0 nadph_c + 6pthp_c + 2.0 h_c <-> thbpt_c + 2.0 nadp_c,R08208
SPTix,"Serine-pyruvate aminotransferase (irreversible), peroxisomal",ser__L_x + pyr_x <-> ala__L_x + hpyr_x,R00585
SSALxm,"Succinate-semialdehyde:NAD+ oxidoreductase, mitochondria",nad_m + sucsal_m + h2o_m <-> 2.0 h_m + nadh_m + succ_m,R00713
SUCOAS1m,Succinyl-CoA ligase (GDP-forming),gtp_m + succ_m + coa_m <-> gdp_m + succoa_m + pi_m,R00432
TDPm,"Thiamin pyrophosphatase, mitochondrial",thmpp_m + h2o_m <-> h_m + pi_m + thmmp_m,R00615
THYPX,Thyroid peroxidase,h2o2_c + 2.0 i_c + 2.0 h_c <-> iodine_c + 2.0 h2o_c,R02810
TRIOK,Triokinase,glyald_c + atp_c <-> g3p_c + h_c + adp_c,R01059
TRYPTAOX,Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),h2o_c + o2_c + trypta_c <-> h2o2_c + id3acald_c + nh4_c,R02173
TYRCBOX,L-Tyrosine carboxy-lyase,tyr__L_c + h_c <-> co2_c + tym_c,R00736
UDPGNP,UDP-glucuronate glucuronohydrolase,udpglcur_c + h2o_c <-> udp_c + glcur_c + h_c,R08615
UMPKm,"UMP kinase (mitochondrial, ATP)",ump_m + atp_m <-> udp_m + adp_m,R00158
URIDK2m,"Uridylate kinase (dUMP), mitochondrial",dump_m + atp_m <-> dudp_m + adp_m,R02098
XAO2x,Xanthine oxidase,o2_x + h2o_x + hxan_x <-> xan_x + h2o2_x,R01769
R03184_PLUS_R00647,R03184 PLUS R00647,o2_c + gullac_c <-> h2o2_c + ascb__L_c,R10053
R01465m,"L-threonine 3-dehydrogenase, mitochondrial",thr__L_m + nad_m <-> 2aobut_m + nadh_m + h_m,R01465
2PGK,2PGK,atp_c + 2pg_c <-> h_c + 23dpg_c + adp_c,R02664
ATRZCH,ATRZCH,h2o_c + atrz_c <-> cl_c + hatrz_c + h_c,R05558
CDPGS,CDPGS,h_c + 23dpg_c + atp_c <-> pi_c + cdpg_c + adp_c,R03298
GK_adp,ADP-dependent glucokinase,glc__D_c + adp_c <-> amp_c + g6p_c + h_c,R05804
H4MPTGL_atp,H4MPTGL  atp ,glu__L_c + atp_c + h4mpt_c <-> h_c + pi_c + h4spt_c + adp_c,R09594
LPFPLT,LPPG:Fo 2-phospho-L-lactate transferase,ddhrb_c + lppg_c <-> f420_0_c + gmp_c + h_c,R09398
MCMMT,MCMMT,com_c + meoh_c <-> h2o_c + mcom_c,R09098
MDHi2,MDHi2,nadh_c + oaa_c + h_c <-> nad_c + mal__L_c,R00342
MDHy,MDHy,nadp_c + mal__L_c <-> oaa_c + nadph_c + h_c,R00343
MMAMT,MMAMT,mma_c + com_c <-> nh4_c + mcom_c,R09998
NTP8,NTP8,h2o_c + dutp_c <-> dudp_c + h_c + pi_c,R02330
NTP9,DTTP nucleotidohydrolase,h2o_c + dttp_c <-> pi_c + dtdp_c + h_c,R02095
RBPI,RBPI,r15bp_c <-> rb15bp_c,R10555
SLDxi2,SLDxi2,3spyr_c + nadh_c + h_c <-> sl__L_c + nad_c,R05693
SPDC,SPDC,3spyr_c + h_c <-> co2_c + 2saa_c,R05774
ASPTA6,E L-alanine-alpha-keto acid aminotransferase,ala__L_c + oaa_c <-> asp__L_c + pyr_c,R00400
BGLA,Beta-glucosidase,cellb_c + h2o_c <-> 2.0 glc__D_c,R00306; R06104
GDH1,Glutamate dehydrogenase (NAD),glu__L_c + h2o_c + nad_c <-> akg_c + 2.0 h_c + nadh_c + nh3_c,R00243
GLUFT,5-Formyltetrahydrofolate,5fthf_c + glu__L_c + h_c <-> Nforglu_c + thf_c,R03189
MNLDH2,Mannitol dehydrogenase (fructose),mnl_c + nad_c <-> fru_c + h_c + nadh_c,R00868
MNLDHr,Mannitol dehydrogenase,mnl_c + nad_c <-> h_c + man_c + nadh_c,R07135
NOX,NADH oxidase,h_c + nadh_c + o2_c <-> h2o2_c + nad_c,R07171
ALCD4y,Alcohol dehydrogenase (butanol) NADP depnedent,btoh_c + nadp_c <-> btal_c + h_c + nadph_c,R03545
ASPO2y,L-aspartate oxidase,asp__L_c + nadp_c <-> 2.0 h_c + iasp_c + nadph_c,R07407
BTCOARx,Butyryl-coA reductase (NADH),btcoa_c + h_c + nadh_c <-> btal_c + coa_c + nad_c,R01172
HAMR,Hydroxylamine reductase,2.0 h_c + ham_c + nadh_c <-> h2o_c + nad_c + nh4_c,R00143
ASPOm,"L-aspartate oxidase, mitochondria",asp__L_m + h2o_m + o2_m <-> h2o2_m + nh4_m + oaa_m,R00357
ASPATh,"Aspartate aminotransferase, chloroplast",akg_h + asp__L_h <-> glu__L_h + oaa_h,R00355
G6PDA_1,D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing),gam6p_c + h2o_c <-> f6p_B_c + nh4_c,R00765
UA4E,UDP-L-arabinose 4-epimerase,udpxyl_c <-> udparab_c,R01473
ARGDI,Arginine deiminase,arg__L_c + h_c + h2o_c <-> citr__L_c + nh4_c,R00552
OCTh,"Ornithine carbamoyltransferase, chloroplast",cbp_h + orn_h <-> citr__L_h + pi_h,R01398
OCTm,"Ornithine carbamoyltransferase, mitochondrial",cbp_m + orn_m <-> citr__L_m + pi_m,R01398
ASCBOR,L-ascorbate:oxygen oxidoreductase,2.0 ascb__L_u + o2_u <-> 2.0 dhdascb_u + 2.0 h2o_u,R00068
GTHDHu,Glutathione:dehydroascorbate oxidoreductase,dhdascb_u + 2.0 gthrd_u <-> ascb__L_u + gthox_u,R01108
PBAL,Pantoate---beta-alanine ligase,ala_B_c + atp_c + pant__R_c <-> amp_c + 2.0 h_c + pnto__R_c + ppi_c,R02473
BUPN,Beta-ureidopropionase,cala_c + h_c + h2o_c <-> ala_B_c + co2_c + nh4_c,R00905
DHPD,Dihydropyrimidinase,56dura_c + h2o_c <-> cala_c,R02269
CAS,Cycloartenol synthase,Ssq23epx_c <-> cyart_c,R03200
CMS,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_h + ctp_h <-> 4c2me_h + ppi_h,R05633
CYARTMT,Cycloartenol 24-C-methyltransferase,amet_c + cyart_c <-> ahcys_c + h_c + menecyart_c,R07481
GGPS_1,Geranylgeranyl diphosphate synthase,frdp_h + ipdp_h <-> ggdp_h + h_h + ppi_h,R02061
IDIh,"Isopentenyl-diphosphate Delta-isomerase, chloroplast",ipdp_h <-> dmpp_h,R01123
MCS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_h <-> 2mecdp_h + cmp_h,R05637
SMO,Squalene monooxygenase,h_c + nadph_c + o2_c + sql_c <-> h2o_c + nadp_c + Ssq23epx_c,R02874
TCYD,Tocopherol cyclase (delta),2m6phol_h <-> dtocophe_h,R07503
TMTG,Gamma-tocopherol methyltransferase,amet_h + gtocophe_h <-> ahcys_h + avite1_h + h_h,R07236
ZYMSTR,Zymosterol reductase,h_c + nadph_c + zymst_c <-> nadp_c + zymstnl_c,R07498
3OACOAS,3-oxoacyl-CoA synthase (18:0),malcoa_c + pmtcoa_c <-> 3ohodcoa_c + co2_c + coa_c,R07758
ECOAR,Trans-2-enoyl-CoA reductase (18:0) (NADPH),h_c + nadph_c + od2coa_c <-> nadp_c + stcoa_c,R07761
APLh,"2-Acetolactate pyruvate-lyase (carboxylating), chloroplast",2ahethmpp_h + pyr_h <-> alac__S_h + thmpp_h,R04672
APLm,"2-Acetolactate pyruvate-lyase (carboxylating), mitochondria",2ahethmpp_m + pyr_m <-> alac__S_m + thmpp_m,R04672
BNORh,"Butanal:NAD+ oxidoreductase (CoA-acylating), chloroplast",btal_h + coa_h + nad_h <-> btcoa_h + h_h + nadh_h,R01172
BTS,Butanol synthase,btal_c + h_c + nadh_c <-> 1btol_c + nad_c,R03544
BTS_nadph,Butanol synthase (NADPH),btal_c + h_c + nadph_c <-> 1btol_c + nadp_c,R03545
HBCO_nadp,3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,aacoa_c + h_c + nadph_c <-> 3hbcoa_c + nadp_c,R01976
HBCO_nadp_m,"3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase, mitochondria",aacoa_m + h_m + nadph_m <-> 3hbcoa_m + nadp_m,R01976
FBA3hi,"Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase",dhap_h + e4p_h <-> s17bp_h,R01829
PPDKh,Pyruvate phosphate dikinase,atp_h + pi_h + pyr_h <-> amp_h + 2.0 h_h + pep_h + ppi_h,R00206
RBPCh,Ribulose-bisphosphate carboxylase,co2_h + h2o_h + rb15bp_h <-> 2.0 3pg_h + 2.0 h_h,R00024
LCYA,Lycopene cyclase (alpha-carotene producing),dcaro_h <-> acaro_h,R06962
ACSERSULLm,"O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide), mitochondria",acser_m + tsul_m <-> ac_m + h_m + scys__L_m,R03132
